Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Indoor Cycling","2019-07-07 17:15","2019-07-07 17:25","0:10:06",,"111.52614345146094","111.52614345146094",,,,"109.01400000000001","132.14800000000002",,,"18.33333333333337","69"
"Outdoor Walking","2019-07-06 17:42","2019-07-06 18:36","0:53:06","4.352638548874762","77.36569555251461","79.22213500784926","0:12:11","4.918222578016392","201.56109485810418","293.33","436.7320000000001","48.81",,"21.111111111111143","50"
"Outdoor Walking","2019-07-03 19:39","2019-07-03 20:37","0:57:58","4.329262860737275","78.60711076440745","83.82725832012682","0:13:23","4.480806685245692","194.96481687673173","303.94299999999987","454.54100000000005","47.09",,"18.33333333333337","67"
"Stair Climbing","2019-07-03 13:55","2019-07-03 14:12","0:16:11",,"107.7272193876704","113.21764126906108",,,,"141.6310000000001","208.69800000000015",,,"17.77777777777783","68"
"Indoor Cycling","2019-07-03 13:30","2019-07-03 13:41","0:10:58",,"107.9632200952638","107.9632200952638",,,,"101.34500000000006","126.39800000000008",,,"17.77777777777783","68"
"Outdoor Walking","2019-07-02 19:10","2019-07-02 20:08","0:55:45","4.365735642846441","82.00410065098953","84.51692248099552","0:12:46","4.6979740317864165","194.35747847984865","303.786","451.8750000000001","48.72",,"15.5555555555556","79"
"Rowing","2019-07-02 13:09","2019-07-02 13:19","0:09:47",,"119.33739294024458","119.33739294024458",,,,"76.334","125.124",,,"15.5555555555556","84"
"Indoor Cycling","2019-07-02 12:52","2019-07-02 13:05","0:12:25",,"122.22042789630177","122.93312383384068",,,,"120.08799999999998","148.504",,,"15.000000000000057","84"
"Other","2019-07-02 12:01","2019-07-02 12:48","0:47:34",,"101.2655792355705","123.16338418550151",,,,"341.8089999999998","448.77999999999986",,,"14.444444444444457","88"
"Outdoor Walking","2019-07-01 19:18","2019-07-01 20:13","0:54:57","4.38247153008543","89.24899861432785","92.51809627645706","0:12:32","4.785115552919262","206.36488695252345","358.0500000000002","502.01000000000033","45.77",,"22.77777777777783","46"
"Other","2019-07-01 13:57","2019-07-01 14:28","0:31:01",,"127.01007328432523","127.42558300530013",,,,"335.1089999999998","434.0839999999999",,,"22.222222222222285","53"
"Other","2019-06-30 11:14","2019-06-30 12:07","0:53:42",,"100.64043742012599","112.70801573641504",,,,"370.2269999999999","520.4670000000001",,,"21.111111111111143","55"
"Outdoor Walking","2019-06-29 17:17","2019-06-29 18:13","0:56:14","4.3703940290713215","79.69147290333964","82.63589140448886","0:12:52","4.662587312573079","197.22205026868045","292.73800000000006","446.61900000000014","49.69",,"22.77777777777783","47"
"Other","2019-06-29 09:09","2019-06-29 10:19","1:10:29",,"97.52727372452442","101.46801112656469",,,,"468.35599999999954","626.5519999999997",,,,
"Outdoor Walking","2019-06-28 17:18","2019-06-28 18:14","0:55:50","4.4279083087339535","78.11534148194237","81.49216300940438","0:12:36","4.7575808623511096","201.6175383841728","325.00899999999996","470.98800000000006","47.44",,"20.000000000000057","51"
"Stair Climbing","2019-06-28 13:29","2019-06-28 13:45","0:15:22",,"99.334762967768","103.22288428484056",,,,"114.6639999999999","173.64599999999993",,,"18.888888888888914","58"
"Indoor Cycling","2019-06-28 13:07","2019-06-28 13:18","0:10:33",,"96.23430163972668","96.23430163972668",,,,"75.13899999999997","99.33099999999999",,,"18.888888888888914","58"
"Stair Climbing","2019-06-27 14:44","2019-06-27 14:59","0:14:58",,"122.53843712018345","126.3430473106674",,,,"158.2839999999999","223.4519999999999",,,"18.888888888888914","63"
"Other","2019-06-27 14:14","2019-06-27 14:27","0:13:25",,"117.69755193782242","122.1790697674419",,,,"105.18299999999998","166.07299999999998",,,"18.33333333333337","66"
"Outdoor Walking","2019-06-26 20:20","2019-06-26 21:14","0:54:44","4.361984716305742","87.83969106871389","93.07817203770418","0:12:33","4.780749550258633","201.23031401071628","311.70500000000004","459.4850000000002","45.78",,"16.666666666666686","69"
"Stair Climbing","2019-06-26 12:41","2019-06-26 13:05","0:23:51",,"126.99516151842239","131.3017231540218",,,,"275.587","360.50200000000007",,,"21.111111111111143","50"
"Other","2019-06-26 11:50","2019-06-26 12:33","0:41:29",,"85.97951997056359","95.30551222048884",,,,"232.9350000000003","331.0460000000004",,,"19.444444444444457","55"
"Outdoor Walking","2019-06-25 18:17","2019-06-25 19:26","1:09:25","4.3851806553904895","83.63813968954891","91.4359475845883","0:15:49","3.7901415992122116","163.2053554802126","356.4900000000002","541.4450000000004","47.300000000000004",,"21.111111111111143","43"
"Other","2019-06-25 12:00","2019-06-25 12:49","0:48:30",,"98.0545269928273","120.22339623530523",,,,"342.1949999999998","474.4919999999999",,,"19.444444444444457","55"
"Indoor Cycling","2019-06-25 11:31","2019-06-25 11:40","0:09:20",,"83.3601590706923","83.3601590706923",,,,"54.49000000000002","104.98100000000005",,,"19.444444444444457","56"
"Outdoor Walking","2019-06-24 19:52","2019-06-24 20:49","0:56:51","4.452947450098116","87.1529814436308","93.7428966956929","0:12:46","4.698875402838774","196.93368957775175","312.82000000000005","463.0160000000002","49.08",,"17.77777777777783","55"
"Stair Climbing","2019-06-24 15:06","2019-06-24 15:21","0:15:10",,"122.23916104049093","123.66499648382559",,,,"162.99300000000005","224.16300000000007",,,"18.33333333333337","53"
"Rowing","2019-06-24 14:47","2019-06-24 14:54","0:07:08",,"105.29791355705662","105.29791355705662",,,,"54.12600000000002","70.54200000000003",,,"18.33333333333337","55"
"Indoor Cycling","2019-06-23 16:42","2019-06-23 16:55","0:13:27",,"115.13545308697222","117.44212735693691",,,,"110.77299999999997","169.385",,,"18.33333333333337","54"
"Outdoor Walking","2019-06-22 18:52","2019-06-22 19:45","0:52:44","4.375418714372674","88.28882191647044","93.19620237835744","0:12:03","4.977235930644779","104.7563360206929","318.7079999999999","466.18600000000004","50.1",,"17.222222222222285","62"
"Rowing","2019-06-22 15:29","2019-06-22 15:37","0:07:31",,"120","120",,,,"55.22999999999999","101.21799999999996",,,"16.111111111111143","68"
"Stair Climbing","2019-06-22 14:51","2019-06-22 15:05","0:14:15",,"126.91297073842665","128.84514925373134",,,,"158.85799999999995","221.73199999999997",,,"16.111111111111143","68"
"Indoor Cycling","2019-06-22 14:16","2019-06-22 14:33","0:16:18",,"109.30112388103146","111.06784764586264",,,,"144.37999999999985","211.3759999999999",,,"15.5555555555556","73"
"Stair Climbing","2019-06-21 12:55","2019-06-21 13:10","0:14:47",,"119.90524770021207","124.70287539936103",,,,"153.8010000000002","217.86700000000022",,,"18.33333333333337","57"
"Indoor Cycling","2019-06-21 12:13","2019-06-21 12:38","0:24:56",,"111.3623507141466","113.49874292352473",,,,"204.40999999999997","290.822",,,"18.33333333333337","57"
"Outdoor Walking","2019-06-20 18:42","2019-06-20 19:38","0:56:17","4.420844446854821","75.9573316543884","78.26508042895443","0:12:43","4.712643955138731","191.00772553593538","312.566","465.20000000000016","48.910000000000004",,"17.222222222222285","54"
"Outdoor Walking","2019-06-19 16:52","2019-06-19 17:47","0:54:50","4.366548146708403","73.22792684691265","79.14816609331844","0:12:33","4.777914492212994","203.649018660345","301.846","445.84400000000016","48.79",,"16.666666666666686","55"
"Outdoor Walking","2019-06-18 19:33","2019-06-18 20:27","0:53:07","4.4065549768635535","83.73123192912324","88.92820402439898","0:12:03","4.976690489648647","206.46436762914217","293.25300000000004","413.11800000000017","46.93",,"17.77777777777783","56"
"Outdoor Walking","2019-06-17 18:53","2019-06-17 19:48","0:55:16","4.315200803515501","84.34903639979038","87.80066445182723","0:12:48","4.683898914409467","200.27327852137626","322.204","470.6560000000001","47.06",,"22.222222222222285","56"
"Stair Climbing","2019-06-17 12:57","2019-06-17 13:13","0:15:24",,"118.69090051293543","122.04371142796337",,,,"157.83500000000024","222.31400000000028",,,"21.111111111111143","59"
"Other","2019-06-17 12:09","2019-06-17 12:40","0:31:24",,"100.84352433592375","102.6145668332168",,,,"202.26900000000006","303.2220000000001",,,"20.000000000000057","62"
"Indoor Cycling","2019-06-17 11:47","2019-06-17 12:01","0:14:21",,"101.67485823362689","105.51954397394138",,,,"112.94399999999999","145.68",,,"19.444444444444457","63"
"Outdoor Walking","2019-06-16 18:26","2019-06-16 19:36","1:01:08","4.813019181883644","80.69859755242872","86.0529726070453","0:12:42","4.723281035466386","201.86572873358","323.42499999999995","500.6409999999996","52.550000000000004",,"22.77777777777783","52"
"Indoor Cycling","2019-06-16 11:02","2019-06-16 11:15","0:13:25",,"102.84448195128317","104.21044827756636",,,,"102.37200000000004","133.76400000000007",,,"20.000000000000057","60"
"Outdoor Walking","2019-06-15 19:17","2019-06-15 20:11","0:54:24","4.283062066161772","82.01714340342556","85.35313539306894","0:12:42","4.723214870272862","199.68806914166512","303.49700000000007","446.4530000000002","48.29",,"20.5555555555556","57"
"Stair Climbing","2019-06-15 13:24","2019-06-15 13:45","0:21:08",,"112.8399263431507","117.51964913804326",,,,"205.1860000000003","283.33700000000033",,,"19.444444444444457","62"
"Outdoor Walking","2019-06-14 19:19","2019-06-14 20:19","0:59:30","4.692858570279786","83.04267378262041","87.49055118110235","0:12:40","4.731964337198699","204.80324698415728","321.73300000000006","472.0210000000002","53.160000000000004",,"18.888888888888914","57"
"Indoor Running","2019-06-14 12:34","2019-06-14 12:40","0:06:16","0.9307494456117062","109.41495756365455","109.41495756365455","0:06:44","8.900187533303853","138.81400230851696","81.72500000000002","126.75600000000003",,,"16.666666666666686","68"
"Stair Climbing","2019-06-14 12:02","2019-06-14 12:18","0:15:26",,"113.12884751865022","117.27019989619846",,,,"148.66699999999994","215.129",,,"16.666666666666686","68"
"Indoor Cycling","2019-06-14 11:40","2019-06-14 11:54","0:14:24",,"98.80347393895875","101.3667763157895",,,,"101.53200000000002","134.62300000000005",,,"17.222222222222285","65"
"Stair Climbing","2019-06-13 14:01","2019-06-13 14:19","0:17:49",,"105.70230126272386","107.35237660071753",,,,"151.9400000000001","223.87100000000015",,,"24.444444444444457","44"
"Other","2019-06-13 12:49","2019-06-13 13:30","0:40:47",,"83.87251268953236","87.55164926319898",,,,"229.50200000000032","352.9130000000004",,,"23.888888888888914","47"
"Elliptical","2019-06-12 16:50","2019-06-12 17:02","0:11:45",,"126.13150232926404","131.64967132519476",,,,"135.228","190.27900000000002",,,"27.222222222222285","48"
"Indoor Running","2019-06-12 16:37","2019-06-12 16:44","0:07:12","1.115828447607113","124.0766990936506","124.0766990936506","0:06:27","9.285089565865588","139.5194629209858","101.41999999999996","118.12399999999997",,,"27.77777777777783","47"
"Other","2019-06-12 15:37","2019-06-12 16:33","0:56:03",,"100.3643010514411","108.17448375581766",,,,"354.5370000000001","479.94500000000016",,,"27.77777777777783","49"
"Outdoor Walking","2019-06-11 19:22","2019-06-11 21:09","1:47:01","8.297513591117225","100.26587953100065","118.68709399309907","0:12:53","4.6519775823806615","209.7178203085134","618.381","880.5250000000002","167.26",,"25.000000000000057","51"
"Indoor Cycling","2019-06-11 13:54","2019-06-11 14:15","0:21:19",,"120.5168253544136","131.66871317096124",,,,"203.05800000000005","281.52800000000013",,,"23.888888888888914","57"
"Stair Climbing","2019-06-11 13:32","2019-06-11 13:48","0:16:07",,"121.92445403585295","124.77505508699944",,,,"173.45099999999977","210.1219999999998",,,"23.33333333333337","58"
"Other","2019-06-11 12:17","2019-06-11 13:18","1:00:23",,"102.88407330944011","111.99090133636626",,,,"384.51100000000025","520.9890000000004",,,"24.444444444444457","53"
"Outdoor Walking","2019-06-10 20:28","2019-06-10 21:28","0:54:27","4.381426978892646","83.24506610662515","87.00953828455337","0:12:25","4.827719068590218","209.5483347527279","293.13599999999997","424.59000000000003","47.54",,"20.000000000000057","57"
"Rowing","2019-06-10 13:43","2019-06-10 13:50","0:07:44",,"103.03859018336122","103.03859018336122",,,,"56.175000000000004","104.33900000000003",,,"21.111111111111143","51"
"Indoor Cycling","2019-06-10 13:32","2019-06-10 13:36","0:04:48",,"103.14035087719299","112",,,,"29.364999999999995","40.884",,,"20.5555555555556","53"
"Outdoor Walking","2019-06-09 20:42","2019-06-09 21:34","0:49:14","4.079365210278891","82.06537675580704","89.5235464545276","0:12:04","4.971190761253468","210.45020606394345","280.83400000000006","419.66800000000023","40.03",,"16.666666666666686","55"
"Other","2019-06-09 15:16","2019-06-09 15:25","0:08:44",,"108.25492734166733","108.25492734166733",,,,"48.834000000000046","99.57700000000003",,,"19.444444444444457","46"
"Stair Climbing","2019-06-09 14:48","2019-06-09 15:03","0:15:27",,"119.45096701069394","124.92489548333332",,,,"157.3260000000003","192.46100000000033",,,"20.000000000000057","44"
"Indoor Cycling","2019-06-09 14:21","2019-06-09 14:34","0:12:39",,"113.6677887764813","116.19252873563218",,,,"112.97399999999995","141.86999999999998",,,"19.444444444444457","47"
"Outdoor Walking","2019-06-08 16:30","2019-06-08 17:21","0:49:58","4.33996142723714","88.73337412582234","92.29448818897642","0:11:31","5.209820603241824","215.97382669548873","275.819","412.52800000000013","48.45",,"17.77777777777783","51"
"Rowing","2019-06-08 12:33","2019-06-08 12:41","0:08:07",,"129.56021897810217","129.56021897810217",,,,"58.74800000000002","106.867",,,"15.000000000000057","65"
"Indoor Cycling","2019-06-08 12:01","2019-06-08 12:19","0:17:54",,"117.11838278883678","121.78110083982841",,,,"149.73399999999998","190.437",,,"14.444444444444457","66"
"Other","2019-06-08 11:27","2019-06-08 11:55","0:28:10",,"101.23524751888665","103.93245503973233",,,,"180.6080000000001","244.23000000000013",,,"14.444444444444457","68"
"Outdoor Walking","2019-06-07 19:40","2019-06-07 20:31","0:49:50","4.309363333020126","87.77412844035929","92.20094936708861","0:11:33","5.187513575228179","216.95427599441751","299.37999999999994","442.9","42.53",,"15.000000000000057","59"
"Outdoor Walking","2019-06-06 19:49","2019-06-06 20:42","0:51:37","4.272110130131245","89.12597423187742","92.54995869174324","0:12:05","4.964489587615863","204.91720120161838","299.51000000000005","448.94000000000017","48.5",,"14.444444444444457","57"
"Rowing","2019-06-05 12:46","2019-06-05 12:53","0:06:55",,"125.8","141",,,,"58.719","104.595",,,"16.111111111111143","54"
"Stair Climbing","2019-06-05 12:21","2019-06-05 12:35","0:13:13",,"129.45816800863273","136.41737288135593",,,,"151.22199999999998","181.461",,,"16.666666666666686","51"
"Other","2019-06-05 11:26","2019-06-05 11:45","0:18:37",,"109.20774863468901","113.32616884866117",,,,"102.49200000000013","175.9510000000002",,,"16.666666666666686","49"
"Outdoor Walking","2019-06-04 19:30","2019-06-04 20:23","0:52:18","4.542326197788119","86.2145646331911","89.51703306129453","0:11:30","5.21104470649136","212.75226967229952","311.43500000000006","428.79800000000023","48.77",,"17.77777777777783","42"
"Rowing","2019-06-04 12:37","2019-06-04 12:42","0:05:22",,"85.3542670005779","85.3542670005779",,,,"38.42599999999999","79.60400000000001",,,"17.222222222222285","51"
"Indoor Cycling","2019-06-04 12:04","2019-06-04 12:18","0:14:29",,"116.14616180727052","116.3162939297125",,,,"117.21099999999997","180.662",,,"17.222222222222285","51"
"Other","2019-06-04 11:16","2019-06-04 11:56","0:39:58",,"96.46903856902364","98.04672876169909",,,,"257.95700000000016","347.54300000000023",,,"16.666666666666686","54"
"Outdoor Walking","2019-06-03 18:12","2019-06-03 19:03","0:48:56","4.197311718438519","94.22336231078016","97.42522351274992","0:11:39","5.1450353278298655","214.29150071473413","297.4440000000001","432.8740000000002","48.71",,"17.77777777777783","45"
"Stair Climbing","2019-06-03 13:00","2019-06-03 13:14","0:14:06",,"128.46760122590166","130.68356643356645",,,,"162.6129999999999","226.93799999999993",,,"18.33333333333337","49"
"Indoor Cycling","2019-06-03 12:29","2019-06-03 12:42","0:13:43",,"122.59511767032888","124.06153846153846",,,,"123.30200000000005","183.67100000000008",,,"17.77777777777783","51"
"Other","2019-06-03 11:27","2019-06-03 12:19","0:51:28",,"102.1879371452817","107.3024583193236",,,,"329.25400000000013","445.18100000000027",,,"18.33333333333337","50"
